ID,project,region,site,dist_along_transect,sample_type,mass,direction,coordinates,end coordniate,litter_depth_cm,dbh,denisometer,pct_litter,pct_grass,pct_herb,pct_bare
20.0532,lobata,windmill,20.1012,NaN,tube_2,1.26,N,"34.69755, 120.03079",,9,80,42/87,0-4,95-091,9,0-4
20.0531,lobata,windmill,20.1012,NaN,tube_3,1.72,N,"34.69755, 120.03080",,8,81,42/88,0-3,95-092,8,0-3
20.0530,lobata,windmill,20.1012,NaN,tube_1,NaN,N,"34.69755, 120.03081",,7,82,42/89,0-2,95-093,7,0-2
20.0379,lobata,windmill,20.1012,NaN,tube_2,1.23,SE,"34.69755, 120.03082",,6,83,42/90,0-1,95-094,6,0-1
20.0380,lobata,windmill,20.1012,NaN,tube_3,1.46,SE,"34.69755, 120.03083",,5,84,42/91,0-0,95-095,5,0-0
20.0378,lobata,windmill,20.1012,NaN,tube_1,NaN,SE,"34.69755, 120.03084",,4,85,42/92,0-1,95-096,4,0-1
20.0279,lobata,windmill,20.1012,NaN,tube_2,1.80,SW,"34.69755, 120.03085",,3,86,42/93,0-2,95-097,3,0-2
20.0280,lobata,windmill,20.1012,NaN,tube_3,1.91,SW,"34.69755, 120.03086",,2,87,42/94,0-3,95-098,2,0-3
20.0278,lobata,windmill,20.1012,NaN,tube_1,NaN,SW,"34.69755, 120.03087",,1,88,42/95,0-4,95-099,1,0-4
20.1012,lobata,windmill,20.1012,NaN,tree,NaN,NaN,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0529,lobata,windmill,20.1012,NaN,soils bag,NaN,N,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0782,lobata,windmill,20.1012,NaN,root bag,NaN,N,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0377,lobata,windmill,20.1012,NaN,soils bag,NaN,SE,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0642,lobata,windmill,20.1012,NaN,root bag,NaN,SE,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0377,lobata,windmill,20.1012,NaN,soils bag,NaN,SW,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0758,lobata,windmill,20.1012,NaN,root bag,NaN,SW,"34.69755, 120.03088",,0,89,42/96,0-5,95-100,0,0-5
20.0002,lobata,windmill,20.1013,NaN,tube_1,1.61,N,"34.69773, 120.02868",,9,69,24/87,5-16,50-66,5-16,5-16
20.0003,lobata,windmill,20.1013,NaN,tube_2,1.40,N,"34.69773, 120.02869",,8,70,24/88,5-17,50-67,5-17,5-17
20.0004,lobata,windmill,20.1013,NaN,tube_3,NaN,N,"34.69773, 120.02870",,7,71,24/89,5-18,50-68,5-18,5-18
20.0266,lobata,windmill,20.1013,NaN,tube_1,1.37,SE,"34.69773, 120.02871",,6,72,24/90,5-19,50-69,5-19,5-19
20.0268,lobata,windmill,20.1013,NaN,tube_2,1.65,SE,"34.69773, 120.02872",,5,73,24/91,5-20,50-70,5-20,5-20
20.0267,lobata,windmill,20.1013,NaN,tube_3,NaN,SE,"34.69773, 120.02873",,4,74,24/92,5-21,50-71,5-21,5-21
20.0366,lobata,windmill,20.1013,NaN,tube_1,1.81,SW,"34.69773, 120.02874",,3,75,24/93,5-22,50-72,5-22,5-22
20.0367,lobata,windmill,20.1013,NaN,tube_2,1.64,SW,"34.69773, 120.02875",,2,76,24/94,5-23,50-73,5-23,5-23
20.0368,lobata,windmill,20.1013,NaN,tube_3,NaN,SW,"34.69773, 120.02876",,1,77,24/95,5-24,50-74,5-24,5-24
20.1013,lobata,windmill,20.1013,NaN,tree,NaN,NaN,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0001,lobata,windmill,20.1013,NaN,soils bag,NaN,N,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0751,lobata,windmill,20.1013,NaN,root bag,NaN,N,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0265,lobata,windmill,20.1013,NaN,soils bag,NaN,SE,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0649,lobata,windmill,20.1013,NaN,root bag,NaN,SE,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0365,lobata,windmill,20.1013,NaN,soils bag,NaN,SW,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0664,lobata,windmill,20.1013,NaN,root bag,NaN,SW,"34.69773, 120.02877",,0,78,24/96,5-25,50-75,5-25,5-25
20.0015,lobata,windmill,20.1014,NaN,tube_1,1.76,N,"34.69695, 120.02937",,9,098,12/87,0-4,75-86,9,0-4
20.0014,lobata,windmill,20.1014,NaN,tube_2,1.22,N,"34.69695, 120.02938",,8,099,12/88,0-3,75-87,8,0-3
20.0016,lobata,windmill,20.1014,NaN,tube_3,NaN,N,"34.69695, 120.02939",,7,100,12/89,0-2,75-88,7,0-2
20.0244,lobata,windmill,20.1014,NaN,tube_1,1.83,SE,"34.69695, 120.02940",,6,101,12/90,0-1,75-89,6,0-1
20.0243,lobata,windmill,20.1014,NaN,tube_1,1.72,SE,"34.69695, 120.02941",,5,102,12/91,0-0,75-90,5,0-0
20.0242,lobata,windmill,20.1014,NaN,tube_2,NaN,SE,"34.69695, 120.02942",,4,103,12/92,0-1,75-91,4,0-1
20.0510,lobata,windmill,20.1014,NaN,tube_3,1.11,SW,"34.69695, 120.02943",,3,104,12/93,0-2,75-92,3,0-2
20.0512,lobata,windmill,20.1014,NaN,tube_1,1.92,SW,"34.69695, 120.02944",,2,105,12/94,0-3,75-93,2,0-3
20.0511,lobata,windmill,20.1014,NaN,tube_2,NaN,SW,"34.69695, 120.02945",,1,106,12/95,0-4,75-94,1,0-4
20.1014,lobata,windmill,20.1014,NaN,tree,NaN,NaN,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0013,lobata,windmill,20.1014,NaN,soils bag,NaN,N,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0712,lobata,windmill,20.1014,NaN,root bag,NaN,N,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0241,lobata,windmill,20.1014,NaN,soils bag,NaN,SE,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0773,lobata,windmill,20.1014,NaN,root bag,NaN,SE,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0509,lobata,windmill,20.1014,NaN,soils bag,NaN,SW,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0687,lobata,windmill,20.1014,NaN,root bag,NaN,SW,"34.69695, 120.02946",,0,107,12/96,0-5,75-95,0,0-5
20.0430,lobata,windmill,20.1015,NaN,tube_3,1.58,N,"34.69413, 120.03193",,9,79,18/87,0-4,75-86,0-4,9
20.0431,lobata,windmill,20.1015,NaN,tube_1,1.48,N,"34.69413, 120.03194",,8,80,18/88,0-3,75-87,0-3,8
20.0432,lobata,windmill,20.1015,NaN,tube_2,NaN,N,"34.69413, 120.03195",,7,81,18/89,0-2,75-88,0-2,7
20.0411,lobata,windmill,20.1015,NaN,tube_3,1.87,SE,"34.69413, 120.03196",,6,82,18/90,0-1,75-89,0-1,6
20.041,lobata,windmill,20.1015,NaN,tube_1,1.92,SE,"34.69413, 120.03197",,5,83,18/91,0-0,75-90,0-0,5
20.0412,lobata,windmill,20.1015,NaN,tube_2,NaN,SE,"34.69413, 120.03198",,4,84,18/92,0-1,75-91,0-1,4
20.0342,lobata,windmill,20.1015,NaN,tube_3,1.99,SW,"34.69413, 120.03199",,3,85,18/93,0-2,75-92,0-2,3
20.0344,lobata,windmill,20.1015,NaN,tube_1,1.66,SW,"34.69413, 120.03200",,2,86,18/94,0-3,75-93,0-3,2
20.0343,lobata,windmill,20.1015,NaN,tube_1,NaN,SW,"34.69413, 120.03201",,1,87,18/95,0-4,75-94,0-4,1
20.1015,lobata,windmill,20.1015,NaN,tree,NaN,NaN,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0429,lobata,windmill,20.1015,NaN,soils bag,NaN,N,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0646,lobata,windmill,20.1015,NaN,root bag,NaN,N,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0409,lobata,windmill,20.1015,NaN,soils bag,NaN,SE,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0710,lobata,windmill,20.1015,NaN,root bag,NaN,SE,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0341,lobata,windmill,20.1015,NaN,soils bag,NaN,SW,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0681,lobata,windmill,20.1015,NaN,root bag,NaN,SW,"34.69413, 120.03202",,0,88,18/96,0-5,75-95,0-5,0
20.0460,lobata,windmill,20.1016,NaN,tube_2,1.57,N,"34.69171, 120.03416",,9,130,-,0-4,50-66,0-4,5-16
20.0459,lobata,windmill,20.1016,NaN,tube_3,1.34,N,"34.69171, 120.03417",,8,131,-,0-3,50-67,0-3,5-17
20.0458,lobata,windmill,20.1016,NaN,tube_1,NaN,N,"34.69171, 120.03418",,7,132,-,0-2,50-68,0-2,5-18
20.0128,lobata,windmill,20.1016,NaN,tube_2,1.26,SE,"34.69171, 120.03419",,6,133,-,0-1,50-69,0-1,5-19
20.0126,lobata,windmill,20.1016,NaN,tube_3,1.46,SE,"34.69171, 120.03420",,5,134,-,0-0,50-70,0-0,5-20
20.0127,lobata,windmill,20.1016,NaN,tube_1,NaN,SE,"34.69171, 120.03421",,4,135,-,0-1,50-71,0-1,5-21
20.0164,lobata,windmill,20.1016,NaN,tube_2,1.40,SW,"34.69171, 120.03422",,3,136,-,0-2,50-72,0-2,5-22
20.0163,lobata,windmill,20.1016,NaN,tube_3,1.51,SW,"34.69171, 120.03423",,2,137,-,0-3,50-73,0-3,5-23
20.0162,lobata,windmill,20.1016,NaN,tube_1,NaN,SW,"34.69171, 120.03424",,1,138,-,0-4,50-74,0-4,5-24
20.1016,lobata,windmill,20.1016,NaN,tree,NaN,NaN,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0457,lobata,windmill,20.1016,NaN,soils bag,NaN,N,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0686,lobata,windmill,20.1016,NaN,root bag,NaN,N,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0125,lobata,windmill,20.1016,NaN,soils bag,NaN,SE,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0711,lobata,windmill,20.1016,NaN,root bag,NaN,SE,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0161,lobata,windmill,20.1016,NaN,soils bag,NaN,SW,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0708,lobata,windmill,20.1016,NaN,root bag,NaN,SW,"34.69171, 120.03425",,0,139,-,0-5,50-75,0-5,5-25
20.0402,lobata,windmill,20.1017,NaN,tube_2,1.36,N,"34.68888,120.03597",,8,111,22/87,5-16,50-66,0-4,5-16
20.0403,lobata,windmill,20.1017,NaN,tube_3,1.39,N,"34.68888,120.03598",,7,112,22/88,5-17,50-67,0-3,5-17
20.0404,lobata,windmill,20.1017,NaN,tube_1,NaN,N,"34.68888,120.03599",,6,113,22/89,5-18,50-68,0-2,5-18
20.0132,lobata,windmill,20.1017,NaN,tube_1,1.22,SE,"34.68888,120.03600",,5,114,22/90,5-19,50-69,0-1,5-19
20.0130,lobata,windmill,20.1017,NaN,tube_2,1.22,SE,"34.68888,120.03601",,4,115,22/91,5-20,50-70,0-0,5-20
20.0131,lobata,windmill,20.1017,NaN,tube_3,NaN,SE,"34.68888,120.03602",,3,116,22/92,5-21,50-71,0-1,5-21
20.0106,lobata,windmill,20.1017,NaN,tube_1,1.28,SW,"34.68888,120.03603",,2,117,22/93,5-22,50-72,0-2,5-22
20.0107,lobata,windmill,20.1017,NaN,tube_2,1.49,SW,"34.68888,120.03604",,1,118,22/94,5-23,50-73,0-3,5-23
20.0108,lobata,windmill,20.1017,NaN,tube_3,NaN,SW,"34.68888,120.03605",,0,119,22/95,5-24,50-74,0-4,5-24
20.1017,lobata,windmill,20.1017,NaN,tree,NaN,NaN,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0401,lobata,windmill,20.1017,NaN,soils bag,NaN,N,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0704,lobata,windmill,20.1017,NaN,root bag,NaN,N,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0129,lobata,windmill,20.1017,NaN,soils bag,NaN,SE,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0780,lobata,windmill,20.1017,NaN,root bag,NaN,SE,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0105,lobata,windmill,20.1017,NaN,soils bag,NaN,SW,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0730,lobata,windmill,20.1017,NaN,root bag,NaN,SW,"34.68888,120.03606",,1,120,22/96,5-25,50-75,0-5,5-25
20.0258,lobata,windmill,20.1018,NaN,tube_1,1.86,N,"34.68893,120.03598",,8,096,6/87,5-16,50-66,0-4,0-4
20.0259,lobata,windmill,20.1018,NaN,tube_2,1.72,N,"34.68893,120.03599",,7,097,6/88,5-17,50-67,0-3,0-3
20.0260,lobata,windmill,20.1018,NaN,tube_3,NaN,N,"34.68893,120.03600",,6,098,6/89,5-18,50-68,0-2,0-2
20.0118,lobata,windmill,20.1018,NaN,tube_1,1.46,SE,"34.68893,120.03601",,5,099,6/90,5-19,50-69,0-1,0-1
20.0119,lobata,windmill,20.1018,NaN,tube_2,1.48,SE,"34.68893,120.03602",,4,100,6/91,5-20,50-70,0-0,0-0
20.0120,lobata,windmill,20.1018,NaN,tube_3,NaN,SE,"34.68893,120.03603",,3,101,6/92,5-21,50-71,0-1,0-1
20.0554,lobata,windmill,20.1018,NaN,tube_1,1.16,SW,"34.68893,120.03604",,2,102,6/93,5-22,50-72,0-2,0-2
20.0556,lobata,windmill,20.1018,NaN,tube_1,1.57,SW,"34.68893,120.03605",,1,103,6/94,5-23,50-73,0-3,0-3
20.0555,lobata,windmill,20.1018,NaN,tube_2,NaN,SW,"34.68893,120.03606",,0,104,6/95,5-24,50-74,0-4,0-4
20.1018,lobata,windmill,20.1018,NaN,tree,NaN,NaN,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0257,lobata,windmill,20.1018,NaN,soils bag,NaN,N,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0733,lobata,windmill,20.1018,NaN,root bag,NaN,N,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0117,lobata,windmill,20.1018,NaN,soils bag,NaN,SE,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0790,lobata,windmill,20.1018,NaN,root bag,NaN,SE,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0553,lobata,windmill,20.1018,NaN,soils bag,NaN,SW,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0726,lobata,windmill,20.1018,NaN,root bag,NaN,SW,"34.68893,120.03607",,1,105,6/96,5-25,50-75,0-5,0-5
20.0182,lobata,windmill,20.1019,NaN,tube_3,1.73,N,"34.68854, 120.03604",,8,099,12/87,5-16,50-66,0-4,5-16
20.0183,lobata,windmill,20.1019,NaN,tube_1,1.45,N,"34.68854, 120.03605",,7,100,12/88,5-17,50-67,0-3,5-17
20.0184,lobata,windmill,20.1019,NaN,tube_2,NaN,N,"34.68854, 120.03606",,6,101,12/89,5-18,50-68,0-2,5-18
20.0382,lobata,windmill,20.1019,NaN,tube_3,1.42,SE,"34.68854, 120.03607",,5,102,12/90,5-19,50-69,0-1,5-19
20.0383,lobata,windmill,20.1019,NaN,tube_1,1.24,SE,"34.68854, 120.03608",,4,103,12/91,5-20,50-70,0-0,5-20
20.0384,lobata,windmill,20.1019,NaN,tube_2,NaN,SE,"34.68854, 120.03609",,3,104,12/92,5-21,50-71,0-1,5-21
20.0450,lobata,windmill,20.1019,NaN,tube_3,1.14,SW,"34.68854, 120.03610",,2,105,12/93,5-22,50-72,0-2,5-22
20.0451,lobata,windmill,20.1019,NaN,tube_1,1.50,SW,"34.68854, 120.03611",,1,106,12/94,5-23,50-73,0-3,5-23
20.0452,lobata,windmill,20.1019,NaN,tube_2,NaN,SW,"34.68854, 120.03612",,0,107,12/95,5-24,50-74,0-4,5-24
20.1019,lobata,windmill,20.1019,NaN,tree,NaN,NaN,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0181,lobata,windmill,20.1019,NaN,soils bag,NaN,N,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0695,lobata,windmill,20.1019,NaN,root bag,NaN,N,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0381,lobata,windmill,20.1019,NaN,soils bag,NaN,SE,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0785,lobata,windmill,20.1019,NaN,root bag,NaN,SE,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0449,lobata,windmill,20.1019,NaN,soils bag,NaN,SW,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0783,lobata,windmill,20.1019,NaN,root bag,NaN,SW,"34.68854, 120.03613",,1,108,12/96,5-25,50-75,0-5,5-25
20.0718,lobata,windmill,20.102,NaN,root bag,NaN,N,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0546,lobata,windmill,20.1020,NaN,tube_3,1.27,N,"34.68852, 120.03652",,7,142,12/87,25-41,50-66,0-4,5-16
20.0547,lobata,windmill,20.1020,NaN,tube_1,1.58,N,"34.68852, 120.03653",,6,143,12/88,25-42,50-67,0-3,5-17
20.0548,lobata,windmill,20.1020,NaN,tube_1,NaN,N,"34.68852, 120.03654",,5,144,12/89,25-43,50-68,0-2,5-18
20.0302,lobata,windmill,20.1020,NaN,tube_2,1.38,SE,"34.68852, 120.03655",,4,145,12/90,25-44,50-69,0-1,5-19
20.0303,lobata,windmill,20.1020,NaN,tube_3,1.53,SE,"34.68852, 120.03656",,3,146,12/91,25-45,50-70,0-0,5-20
20.0304,lobata,windmill,20.1020,NaN,tube_1,NaN,SE,"34.68852, 120.03657",,2,147,12/92,25-46,50-71,0-1,5-21
20.0198,lobata,windmill,20.1020,NaN,tube_2,1.56,SW,"34.68852, 120.03658",,1,148,12/93,25-47,50-72,0-2,5-22
20.0199,lobata,windmill,20.1020,NaN,tube_3,1.73,SW,"34.68852, 120.03659",,0,149,12/94,25-48,50-73,0-3,5-23
20.0200,lobata,windmill,20.1020,NaN,tube_1,NaN,SW,"34.68852, 120.03660",,1,150,12/95,25-49,50-74,0-4,5-24
20.1020,lobata,windmill,20.1020,NaN,tree,NaN,NaN,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0545,lobata,windmill,20.1020,NaN,soils bag,NaN,N,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0301,lobata,windmill,20.1020,NaN,soils bag,NaN,SE,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0666,lobata,windmill,20.1020,NaN,root bag,NaN,SE,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0197,lobata,windmill,20.1020,NaN,soils bag,NaN,SW,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0693,lobata,windmill,20.1020,NaN,root bag,NaN,SW,"34.68852, 120.03661",,2,151,12/96,25-50,50-75,0-5,5-25
20.0614,lobata,windmill,20.1021,NaN,tube_2,1.77,N,"34.68820, 120.03603",,7,117.4,7/87,25-41,50-66,5-16,0-4
20.0615,lobata,windmill,20.1021,NaN,tube_3,1.92,N,"34.68820, 120.03604",,6,117.3,7/88,25-42,50-67,5-17,0-3
20.0616,lobata,windmill,20.1021,NaN,tube_1,NaN,N,"34.68820, 120.03605",,5,117.2,7/89,25-43,50-68,5-18,0-2
20.0586,lobata,windmill,20.1021,NaN,tube_2,1.32,SE,"34.68820, 120.03606",,4,117.1,7/90,25-44,50-69,5-19,0-1
20.0587,lobata,windmill,20.1021,NaN,tube_3,1.40,SE,"34.68820, 120.03607",,3,117.0,7/91,25-45,50-70,5-20,0-0
20.0588,lobata,windmill,20.1021,NaN,tube_1,NaN,SE,"34.68820, 120.03608",,2,117.1,7/92,25-46,50-71,5-21,0-1
20.0262,lobata,windmill,20.1021,NaN,tube_1,1.47,SW,"34.68820, 120.03609",,1,117.2,7/93,25-47,50-72,5-22,0-2
20.0263,lobata,windmill,20.1021,NaN,tube_2,1.17,SW,"34.68820, 120.03610",,0,117.3,7/94,25-48,50-73,5-23,0-3
20.0264,lobata,windmill,20.1021,NaN,tube_3,NaN,SW,"34.68820, 120.03611",,1,117.4,7/95,25-49,50-74,5-24,0-4
20.1021,lobata,windmill,20.1021,NaN,tree,NaN,NaN,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0613,lobata,windmill,20.1021,NaN,soils bag,NaN,N,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0090,lobata,windmill,20.1021,NaN,root bag,NaN,N,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0665,lobata,windmill,20.1021,NaN,soils bag,NaN,SE,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0707,lobata,windmill,20.1021,NaN,root bag,NaN,SE,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0761,lobata,windmill,20.1021,NaN,soils bag,NaN,SW,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0717,lobata,windmill,20.1021,NaN,root bag,NaN,SW,"34.68820, 120.03612",,2,117.5,7/96,25-50,50-75,5-25,0-5
20.0349,douglasii,transects,20.2001,0,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0357,douglasii,transects,20.2001,2,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0185,douglasii,transects,20.2001,4,soils bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0329,douglasii,transects,20.2001,6,soils bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0625,douglasii,transects,20.2001,8,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0505,douglasii,transects,20.2001,10,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0233,douglasii,transects,20.2001,12,soils bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0453,douglasii,transects,20.2001,14,soils bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0537,douglasii,transects,20.2001,16,soils bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0577,douglasii,transects,20.2001,18,soils bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0217,douglasii,transects,20.2001,20,soils bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0321,douglasii,transects,20.2001,22,soils bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0425,douglasii,transects,20.2001,24,soils bag,NaN,NaN,NaN,,3.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0077,douglasii,transects,20.2001,26,soils bag,NaN,NaN,NaN,,9,NaN,NaN,NaN,NaN,NaN,NaN
20.0541,douglasii,transects,20.2001,28,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0029,douglasii,transects,20.2001,30,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0652,douglasii,transects,20.2001,0,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0789,douglasii,transects,20.2001,2,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.065,douglasii,transects,20.2001,4,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0779,douglasii,transects,20.2001,6,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.074,douglasii,transects,20.2001,8,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0713,douglasii,transects,20.2001,10,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0768,douglasii,transects,20.2001,12,root bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0746,douglasii,transects,20.2001,14,root bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0656,douglasii,transects,20.2001,16,root bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0671,douglasii,transects,20.2001,18,root bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.068,douglasii,transects,20.2001,20,root bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0729,douglasii,transects,20.2001,22,root bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0719,douglasii,transects,20.2001,24,root bag,NaN,NaN,NaN,,3.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0696,douglasii,transects,20.2001,26,root bag,NaN,NaN,NaN,,9,NaN,NaN,NaN,NaN,NaN,NaN
20.0747,douglasii,transects,20.2001,28,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0677,douglasii,transects,20.2001,30,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0352,douglasii,transects,20.2001,0,tube_1,1.57,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.036,douglasii,transects,20.2001,2,tube_1,1.47,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0188,douglasii,transects,20.2001,4,tube_1,1.55,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0332,douglasii,transects,20.2001,6,tube_1,1.59,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0626,douglasii,transects,20.2001,8,tube_1,1.68,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0507,douglasii,transects,20.2001,10,tube_1,1.56,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0235,douglasii,transects,20.2001,12,tube_1,1.58,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0454,douglasii,transects,20.2001,14,tube_1,1.69,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.054,douglasii,transects,20.2001,16,tube_1,1.54,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0578,douglasii,transects,20.2001,18,tube_1,1.61,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0219,douglasii,transects,20.2001,20,tube_1,1.38,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
